Rack_Number,Date,Time,Level,Temperature,pH,Conductivity,Flow
Rack 12,12/1/2021,8:50:33,23.6,26.3,7.69,800,18
Rack 12,12/1/2021,8:51:33,23.6,26.3,7.69,800,17
Rack 12,12/1/2021,8:52:33,23.6,26.3,7.72,801,17
Rack 12,12/1/2021,8:53:33,23.6,26.3,7.72,802,17
Rack 12,12/1/2021,8:54:33,23.6,26.4,7.69,799,18
Rack 12,12/1/2021,8:55:33,23.6,26.4,7.69,801,18
Rack 12,12/1/2021,8:56:33,23.6,26.4,7.69,800,17
Rack 12,12/1/2021,8:57:33,23.6,26.4,7.69,801,17
Rack 12,12/1/2021,8:58:33,23.6,26.4,7.69,801,18
Rack 12,12/1/2021,8:59:33,23.5,26.4,7.69,801,18
Rack 12,12/1/2021,9:00:33,23.6,26.4,7.69,802,17
Rack 12,12/1/2021,9:01:33,23.6,26.2,7.69,801,17
Rack 12,12/1/2021,9:02:33,23.6,26,7.69,798,18
Rack 12,12/1/2021,9:03:33,23.6,25.9,7.69,797,17
Rack 12,12/1/2021,9:04:33,23.6,26,7.72,797,18
Rack 12,12/1/2021,9:05:33,23.6,26.1,7.72,799,18
Rack 12,12/1/2021,9:06:33,23.6,26.2,7.72,802,18
Rack 12,12/1/2021,9:07:33,23.6,26.2,7.72,802,18
Rack 12,12/1/2021,9:08:33,23.6,26.3,7.72,801,17
Rack 12,12/1/2021,9:09:33,23.6,26.3,7.72,802,18
Rack 12,12/1/2021,9:10:34,23.5,26.3,7.72,801,18
Rack 12,12/1/2021,9:11:33,23.4,26.3,7.72,801,18
Rack 12,12/1/2021,9:12:33,23.5,26.3,7.72,802,17
Rack 12,12/1/2021,9:13:33,23.4,26.3,7.72,801,17
Rack 12,12/1/2021,9:14:33,23.4,26.4,7.72,801,17
Rack 12,12/1/2021,9:15:34,23.4,26.4,7.69,801,17
Rack 12,12/1/2021,9:16:34,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,9:17:33,23.3,26.4,7.58,801,17
Rack 12,12/1/2021,9:18:33,23.3,26.4,7.58,801,18
Rack 12,12/1/2021,9:19:33,23.2,26.4,7.55,801,17
Rack 12,12/1/2021,9:20:33,22.9,26.3,7.56,801,17
Rack 12,12/1/2021,9:21:34,22.7,26.1,7.56,800,18
Rack 12,12/1/2021,9:22:34,22.7,25.9,7.56,798,17
Rack 12,12/1/2021,9:23:34,22.9,25.9,7.56,799,18
Rack 12,12/1/2021,9:24:34,22.2,26.1,7.56,798,18
Rack 12,12/1/2021,9:25:34,22.5,26.1,7.56,800,17
Rack 12,12/1/2021,9:26:34,22.7,26.1,7.56,801,17
Rack 12,12/1/2021,9:27:34,22.8,26.2,7.56,801,17
Rack 12,12/1/2021,9:28:34,22.9,26.2,7.56,800,17
Rack 12,12/1/2021,9:29:34,23,26.2,7.53,801,17
Rack 12,12/1/2021,9:30:34,23,26.2,7.53,802,18
Rack 12,12/1/2021,9:31:34,23.1,26.3,7.53,802,18
Rack 12,12/1/2021,9:32:34,23,26.3,7.53,803,17
Rack 12,12/1/2021,9:33:34,23,26.3,7.53,805,17
Rack 12,12/1/2021,9:34:34,23,26.3,7.53,805,17
Rack 12,12/1/2021,9:35:34,23.1,26.3,7.53,803,17
Rack 12,12/1/2021,9:36:34,23.1,26.3,7.53,804,17
Rack 12,12/1/2021,9:37:34,23.1,26.3,7.53,805,17
Rack 12,12/1/2021,9:38:34,23.2,26.3,7.53,803,17
Rack 12,12/1/2021,9:39:34,23.2,26.3,7.53,805,17
Rack 12,12/1/2021,9:40:34,23.2,26.3,7.53,805,17
Rack 12,12/1/2021,9:41:34,23.1,26.3,7.53,807,17
Rack 12,12/1/2021,9:42:34,23.2,26.3,7.56,805,17
Rack 12,12/1/2021,9:43:34,23.3,26.3,7.56,803,18
Rack 12,12/1/2021,9:44:34,23.3,26.3,7.56,803,17
Rack 12,12/1/2021,9:45:34,23.3,26.4,7.56,805,18
Rack 12,12/1/2021,9:46:34,23.3,26.4,7.56,805,17
Rack 12,12/1/2021,9:47:34,23.3,26.4,7.56,805,18
Rack 12,12/1/2021,9:48:34,23.3,26.4,7.56,806,17
Rack 12,12/1/2021,9:49:34,23.2,26.4,7.56,805,17
Rack 12,12/1/2021,9:50:34,23.2,26.4,7.56,805,17
Rack 12,12/1/2021,9:51:34,23.3,26.4,7.56,805,16
Rack 12,12/1/2021,9:52:34,23.2,26.4,7.56,807,17
Rack 12,12/1/2021,9:53:34,23.3,26.4,7.56,807,18
Rack 12,12/1/2021,9:54:34,23.3,26.4,7.56,806,18
Rack 12,12/1/2021,9:55:34,23.3,26.4,7.55,805,17
Rack 12,12/1/2021,9:56:34,23.3,26.4,7.58,808,17
Rack 12,12/1/2021,9:57:34,23.3,26.2,7.58,807,18
Rack 12,12/1/2021,9:58:34,23.3,26,7.58,805,17
Rack 12,12/1/2021,9:59:34,23.3,26,7.58,803,17
Rack 12,12/1/2021,10:00:34,23.3,26.1,7.58,805,17
Rack 12,12/1/2021,10:01:34,23.3,26.2,7.61,808,17
Rack 12,12/1/2021,10:02:34,23.1,26.2,7.61,807,17
Rack 12,12/1/2021,10:03:34,22.7,26.3,7.61,807,17
Rack 12,12/1/2021,10:04:34,22.6,26.3,7.61,808,17
Rack 12,12/1/2021,10:05:34,22.5,26.3,7.61,808,17
Rack 12,12/1/2021,10:06:35,22.3,26.3,7.61,808,18
Rack 12,12/1/2021,10:07:35,22.3,26.3,7.61,807,17
Rack 12,12/1/2021,10:08:35,22.3,26.3,7.61,808,17
Rack 12,12/1/2021,10:09:35,22.3,26.3,7.61,807,17
Rack 12,12/1/2021,10:10:34,22.2,26.3,7.61,807,17
Rack 12,12/1/2021,10:11:34,22.5,26.3,7.61,805,17
Rack 12,12/1/2021,10:12:34,22.7,26.3,7.61,807,18
Rack 12,12/1/2021,10:13:34,22.8,26.3,7.61,807,17
Rack 12,12/1/2021,10:14:34,23,26.3,7.64,807,17
Rack 12,12/1/2021,10:15:35,22.9,26.3,7.64,805,17
Rack 12,12/1/2021,10:16:35,22.9,26.3,7.64,806,17
Rack 12,12/1/2021,10:17:34,23.1,26.4,7.64,807,17
Rack 12,12/1/2021,10:18:34,23.1,26.4,7.64,807,17
Rack 12,12/1/2021,10:19:34,23,26.4,7.64,806,17
Rack 12,12/1/2021,10:20:35,23.1,26.4,7.64,807,17
Rack 12,12/1/2021,10:21:35,23.2,26.4,7.64,808,18
Rack 12,12/1/2021,10:22:35,23.2,26.4,7.64,807,17
Rack 12,12/1/2021,10:23:35,23.2,26.4,7.64,807,18
Rack 12,12/1/2021,10:24:35,23.2,26.4,7.64,808,17
Rack 12,12/1/2021,10:25:35,23.1,26.4,7.64,809,17
Rack 12,12/1/2021,10:26:34,23.1,26.4,7.64,808,17
Rack 12,12/1/2021,10:27:35,23.2,26.3,7.64,808,17
Rack 12,12/1/2021,10:28:35,23.1,26,7.64,808,18
Rack 12,12/1/2021,10:29:35,23,25.9,7.67,807,18
Rack 12,12/1/2021,10:30:35,23.1,26,7.67,807,17
Rack 12,12/1/2021,10:31:35,23.2,26.1,7.67,807,17
Rack 12,12/1/2021,10:32:35,23.1,26.2,7.66,807,17
Rack 12,12/1/2021,10:33:35,23.3,26.3,7.67,807,17
Rack 12,12/1/2021,10:34:35,23.2,26.3,7.64,808,18
Rack 12,12/1/2021,10:35:35,23.3,26.3,7.64,809,17
Rack 12,12/1/2021,10:36:35,23.3,26.3,7.64,811,17
Rack 12,12/1/2021,10:37:35,23.3,26.3,7.64,810,17
Rack 12,12/1/2021,10:38:35,23.3,26.3,7.64,809,17
Rack 12,12/1/2021,10:39:35,23.2,26.4,7.64,809,17
Rack 12,12/1/2021,10:40:35,23.3,26.4,7.64,809,18
Rack 12,12/1/2021,10:41:35,23.2,26.4,7.64,807,18
Rack 12,12/1/2021,10:42:35,23.1,26.4,7.64,811,18
Rack 12,12/1/2021,10:43:35,26.8,26.4,7.64,809,18
Rack 12,12/1/2021,10:44:35,27.2,26.5,7.67,809,18
Rack 12,12/1/2021,10:45:35,27.3,26.6,7.72,811,17
Rack 12,12/1/2021,10:46:35,27.4,26.6,7.8,809,18
Rack 12,12/1/2021,10:47:35,27.5,26.7,7.8,809,18
Rack 12,12/1/2021,10:48:35,27.5,26.7,7.83,809,18
Rack 12,12/1/2021,10:49:35,27.5,26.7,7.83,809,17
Rack 12,12/1/2021,10:50:35,27.6,26.7,7.83,808,18
Rack 12,12/1/2021,10:51:35,27.6,26.5,7.83,805,17
Rack 12,12/1/2021,10:52:35,27.6,26.3,7.83,805,17
Rack 12,12/1/2021,10:53:35,27.5,26.2,7.83,805,17
Rack 12,12/1/2021,10:54:35,27.6,26,7.83,805,18
Rack 12,12/1/2021,10:55:35,27.6,25.8,7.85,805,18
Rack 12,12/1/2021,10:56:35,27.6,25.6,7.86,803,17
Rack 12,12/1/2021,10:57:35,27.6,25.5,7.86,803,18
Rack 12,12/1/2021,10:58:35,27.7,25.3,7.88,805,17
Rack 12,12/1/2021,10:59:35,27.6,25.2,7.88,805,18
Rack 12,12/1/2021,11:00:35,27.6,25.2,7.91,807,18
Rack 12,12/1/2021,11:01:35,27.7,25.2,7.91,807,17
Rack 12,12/1/2021,11:02:35,27.7,25.2,7.91,807,18
Rack 12,12/1/2021,11:03:35,27.6,25.2,7.91,806,17
Rack 12,12/1/2021,11:04:35,27.7,25.3,7.91,807,17
Rack 12,12/1/2021,11:05:35,27.7,25.3,7.91,807,17
Rack 12,12/1/2021,11:06:35,27.7,25.4,7.91,808,17
Rack 12,12/1/2021,11:07:35,27.7,25.4,7.88,807,18
Rack 12,12/1/2021,11:08:35,27.7,25.5,7.89,809,18
Rack 12,12/1/2021,11:09:36,27.7,25.5,7.89,809,18
Rack 12,12/1/2021,11:10:35,27.7,25.7,7.88,809,18
Rack 12,12/1/2021,11:11:36,27.7,25.9,7.86,811,17
Rack 12,12/1/2021,11:12:35,27.7,26.1,7.86,810,17
Rack 12,12/1/2021,11:13:36,27.7,26.3,7.86,811,18
Rack 12,12/1/2021,11:14:35,27.7,26.5,7.86,810,18
Rack 12,12/1/2021,11:15:36,27.7,26.7,7.83,813,18
Rack 12,12/1/2021,11:16:36,27.7,26.8,7.83,811,17
Rack 12,12/1/2021,11:17:36,27.7,27,7.8,811,17
Rack 12,12/1/2021,11:18:36,27.7,27.1,7.8,811,17
Rack 12,12/1/2021,11:19:35,25.5,27,7.77,811,17
Rack 12,12/1/2021,11:20:36,23.2,26.9,7.69,808,17
Rack 12,12/1/2021,11:21:36,23.2,26.7,7.69,808,17
Rack 12,12/1/2021,11:22:36,23.2,26.6,7.69,807,18
Rack 12,12/1/2021,11:23:36,23.1,26.4,7.69,807,17
Rack 12,12/1/2021,11:24:36,23.2,26.2,7.69,805,18
Rack 12,12/1/2021,11:25:36,23.2,26,7.72,805,18
Rack 12,12/1/2021,11:26:36,23.2,25.9,7.69,806,17
Rack 12,12/1/2021,11:27:36,23.2,26.1,7.72,807,18
Rack 12,12/1/2021,11:28:36,23.2,26.2,7.72,808,17
Rack 12,12/1/2021,11:29:36,23.2,26.2,7.69,809,17
Rack 12,12/1/2021,11:30:36,23.2,26.3,7.69,808,17
Rack 12,12/1/2021,11:31:36,23.3,26.3,7.69,808,18
Rack 12,12/1/2021,11:32:36,23.3,26.3,7.69,809,17
Rack 12,12/1/2021,11:33:36,23.3,26.3,7.69,809,17
Rack 12,12/1/2021,11:34:36,23.3,26.3,7.69,809,17
Rack 12,12/1/2021,11:35:36,23.3,26.3,7.69,811,17
Rack 12,12/1/2021,11:36:36,23.3,26.4,7.69,809,17
Rack 12,12/1/2021,11:37:36,23.2,26.4,7.69,809,18
Rack 12,12/1/2021,11:38:36,23.3,26.4,7.69,809,18
Rack 12,12/1/2021,11:39:36,23.3,26.4,7.69,808,17
Rack 12,12/1/2021,11:40:36,23.3,26.4,7.69,809,18
Rack 12,12/1/2021,11:41:36,23.3,26.4,7.69,809,17
Rack 12,12/1/2021,11:42:36,23.2,26.4,7.69,807,18
Rack 12,12/1/2021,11:43:36,22.6,26.4,7.69,809,17
Rack 12,12/1/2021,11:44:36,22.5,26.4,7.69,809,18
Rack 12,12/1/2021,11:45:36,22.7,26.4,7.69,809,18
Rack 12,12/1/2021,11:46:36,22.8,26.4,7.69,808,18
Rack 12,12/1/2021,11:47:36,22.9,26.4,7.69,808,18
Rack 12,12/1/2021,11:48:36,23,26.3,7.69,808,17
Rack 12,12/1/2021,11:49:36,22.7,26,7.69,805,17
Rack 12,12/1/2021,11:50:36,22.4,25.9,7.69,803,18
Rack 12,12/1/2021,11:51:36,22.5,26,7.72,803,17
Rack 12,12/1/2021,11:52:36,22.8,26.1,7.69,805,18
Rack 12,12/1/2021,11:53:36,22.9,26.2,7.72,806,17
Rack 12,12/1/2021,11:54:36,23,26.2,7.69,805,18
Rack 12,12/1/2021,11:55:36,23.1,26.2,7.69,805,18
Rack 12,12/1/2021,11:56:36,23.1,26.3,7.69,805,17
Rack 12,12/1/2021,11:57:37,23.1,26.3,7.69,805,17
Rack 12,12/1/2021,11:58:36,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,11:59:36,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:00:36,23.2,26.3,7.69,806,18
Rack 12,12/1/2021,12:01:36,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:02:37,23.2,26.3,7.69,807,17
Rack 12,12/1/2021,12:03:37,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:04:36,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:05:36,23.2,26.3,7.69,807,17
Rack 12,12/1/2021,12:06:37,23.2,26.4,7.69,805,17
Rack 12,12/1/2021,12:07:37,23.3,26.4,7.72,807,17
Rack 12,12/1/2021,12:08:37,23.2,26.4,7.72,808,18
Rack 12,12/1/2021,12:09:36,23.2,26.4,7.72,809,17
Rack 12,12/1/2021,12:10:37,23.3,26.4,7.69,808,17
Rack 12,12/1/2021,12:11:37,23.3,26.4,7.69,811,18
Rack 12,12/1/2021,12:12:37,23.3,26.4,7.72,815,17
Rack 12,12/1/2021,12:13:37,23.3,26.4,7.72,815,18
Rack 12,12/1/2021,12:14:37,23.3,26.4,7.72,814,18
Rack 12,12/1/2021,12:15:37,23.3,26.4,7.72,813,17
Rack 12,12/1/2021,12:16:37,23.2,26.3,7.72,812,18
Rack 12,12/1/2021,12:17:37,23.3,26,7.72,811,17
Rack 12,12/1/2021,12:18:37,23.3,25.9,7.72,808,18
Rack 12,12/1/2021,12:19:37,23.3,26.1,7.72,808,17
Rack 12,12/1/2021,12:20:37,23.3,26.1,7.72,809,17
Rack 12,12/1/2021,12:21:37,23.2,26.2,7.72,809,17
Rack 12,12/1/2021,12:22:37,23.3,26.3,7.72,811,17
Rack 12,12/1/2021,12:23:37,23.2,26.3,7.72,809,17
Rack 12,12/1/2021,12:24:37,23.2,26.3,7.72,809,17
Rack 12,12/1/2021,12:25:37,23.2,26.3,7.72,810,17
Rack 12,12/1/2021,12:26:37,23.3,26.3,7.72,807,18
Rack 12,12/1/2021,12:27:37,23.3,26.3,7.72,809,18
Rack 12,12/1/2021,12:28:37,23.3,26.3,7.72,809,17
Rack 12,12/1/2021,12:29:37,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:30:37,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:31:37,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:32:37,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:33:37,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:34:37,23.3,26.4,7.72,810,17
Rack 12,12/1/2021,12:35:37,23.3,26.4,7.72,809,18
Rack 12,12/1/2021,12:36:37,23.3,26.4,7.72,811,17
Rack 12,12/1/2021,12:37:37,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:38:37,23.4,26.4,7.75,811,17
Rack 12,12/1/2021,12:39:37,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:40:37,23.3,26.4,7.75,811,18
Rack 12,12/1/2021,12:41:37,23.3,26.5,7.75,811,16
Rack 12,12/1/2021,12:42:37,23.3,26.2,7.75,809,17
Rack 12,12/1/2021,12:43:37,23.3,26.1,7.75,808,17
Rack 12,12/1/2021,12:44:37,23.3,25.9,7.75,807,17
Rack 12,12/1/2021,12:45:37,23.3,26,7.75,808,17
Rack 12,12/1/2021,12:46:37,23.3,26.1,7.75,809,17
Rack 12,12/1/2021,12:47:37,23.4,26.2,7.75,809,17
Rack 12,12/1/2021,12:48:37,23.4,26.3,7.75,810,17
Rack 12,12/1/2021,12:49:37,23.3,26.3,7.75,809,18
Rack 12,12/1/2021,12:50:37,23.3,26.3,7.75,809,17
Rack 12,12/1/2021,12:51:37,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:52:37,23.3,26.3,7.75,811,18
Rack 12,12/1/2021,12:53:37,23.3,26.3,7.75,811,17
Rack 12,12/1/2021,12:54:37,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:55:38,23.4,26.4,7.75,811,18
Rack 12,12/1/2021,12:56:38,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:57:38,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:58:38,23.4,26.4,7.75,811,17
Rack 12,12/1/2021,12:59:38,23.4,26.4,7.75,811,17
Rack 12,12/1/2021,13:00:38,23.3,26.4,7.75,810,17
Rack 12,12/1/2021,13:01:38,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,13:02:37,23.4,26.4,7.75,811,18
Rack 12,12/1/2021,13:03:37,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,13:04:37,23.3,26.2,7.75,812,17
Rack 12,12/1/2021,13:05:38,23.4,26,7.75,809,17
Rack 12,12/1/2021,13:06:38,23.3,25.9,7.75,805,17
Rack 12,12/1/2021,13:07:38,23.3,26,7.75,808,17
Rack 12,12/1/2021,13:08:38,23.3,26.1,7.75,809,17
Rack 12,12/1/2021,13:09:38,23.4,26.2,7.75,811,17
Rack 12,12/1/2021,13:10:38,23.3,26.2,7.75,811,17
Rack 12,12/1/2021,13:11:38,23.3,26.3,7.75,809,17
Rack 12,12/1/2021,13:12:38,23.4,26.3,7.75,811,18
Rack 12,12/1/2021,13:13:38,23.3,26.3,7.75,809,17
Rack 12,12/1/2021,13:14:38,23.3,26.3,7.75,809,17
Rack 12,12/1/2021,13:15:38,23.3,26.3,7.75,809,17
Rack 12,12/1/2021,13:16:38,23.4,26.3,7.75,809,17
Rack 12,12/1/2021,13:17:38,23.3,26.3,7.75,811,17
Rack 12,12/1/2021,13:18:38,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,13:19:38,23.4,26.4,7.75,810,18
Rack 12,12/1/2021,13:20:38,23.3,26.4,7.75,812,17
Rack 12,12/1/2021,13:21:38,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,13:22:38,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,13:23:38,22.9,26.4,7.75,812,17
Rack 12,12/1/2021,13:24:38,22.7,26.4,7.75,810,17
Rack 12,12/1/2021,13:25:38,22.6,26.4,7.75,809,17
Rack 12,12/1/2021,13:26:38,22.8,26.4,7.75,811,18
Rack 12,12/1/2021,13:27:38,22.6,26.4,7.75,809,17
Rack 12,12/1/2021,13:28:38,22.5,26.4,7.75,808,18
Rack 12,12/1/2021,13:29:38,22.4,26.4,7.78,807,17
Rack 12,12/1/2021,13:30:38,22.3,26.4,7.77,807,18
Rack 12,12/1/2021,13:31:38,22.5,26.4,7.8,808,17
Rack 12,12/1/2021,13:32:38,22.7,26.4,7.8,807,17
Rack 12,12/1/2021,13:33:38,22.8,26.4,7.8,807,18
Rack 12,12/1/2021,13:34:38,22.9,26.4,7.8,807,17
Rack 12,12/1/2021,13:35:38,23,26.4,7.83,807,18
Rack 12,12/1/2021,13:36:39,23,26.4,7.83,807,17
Rack 12,12/1/2021,13:37:38,23,26.3,7.83,807,17
Rack 12,12/1/2021,13:38:38,23.1,26.1,7.83,805,18
Rack 12,12/1/2021,13:39:38,23.1,25.9,7.83,805,17
Rack 12,12/1/2021,13:40:38,23.1,25.9,7.86,803,17
Rack 12,12/1/2021,13:41:38,23.1,26,7.86,805,18
Rack 12,12/1/2021,13:42:38,23.1,26.1,7.86,807,18
Rack 12,12/1/2021,13:43:38,23.2,26.2,7.86,807,18
Rack 12,12/1/2021,13:44:38,23.2,26.2,7.86,807,17
Rack 12,12/1/2021,13:45:38,23.2,26.3,7.86,808,17
Rack 12,12/1/2021,13:46:38,23.2,26.3,7.86,807,17
Rack 12,12/1/2021,13:47:38,23.2,26.3,7.86,808,18
Rack 12,12/1/2021,13:48:38,23.2,26.3,7.86,808,17
Rack 12,12/1/2021,13:49:39,23.2,26.4,7.86,808,17
Rack 12,12/1/2021,13:50:39,23.2,26.4,7.83,808,18
Rack 12,12/1/2021,13:51:39,23.2,26.4,7.86,808,17
Rack 12,12/1/2021,13:52:39,23.2,26.4,7.86,807,18
Rack 12,12/1/2021,13:53:39,23.3,26.4,7.83,807,17
Rack 12,12/1/2021,13:54:39,23.2,26.4,7.86,807,17
Rack 12,12/1/2021,13:55:39,23.2,26.4,7.83,808,17
Rack 12,12/1/2021,13:56:38,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,13:57:38,23.3,26.4,7.83,807,18
Rack 12,12/1/2021,13:58:38,23.2,26.5,7.86,808,17
Rack 12,12/1/2021,13:59:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:00:39,23.3,26.1,7.86,805,17
Rack 12,12/1/2021,14:01:39,23.3,26,7.86,805,17
Rack 12,12/1/2021,14:02:39,23.3,25.9,7.86,803,18
Rack 12,12/1/2021,14:03:39,23.3,26,7.86,805,18
Rack 12,12/1/2021,14:04:39,23.3,26.1,7.86,807,17
Rack 12,12/1/2021,14:05:39,23.3,26.2,7.86,807,17
Rack 12,12/1/2021,14:06:39,23.3,26.2,7.86,807,17
Rack 12,12/1/2021,14:07:39,23.3,26.3,7.86,806,17
Rack 12,12/1/2021,14:08:39,23.3,26.3,7.86,808,18
Rack 12,12/1/2021,14:09:39,23.3,26.3,7.86,807,17
Rack 12,12/1/2021,14:10:39,23.3,26.3,7.86,808,17
Rack 12,12/1/2021,14:11:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:12:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:13:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:14:39,23.3,26.4,7.86,807,17
Rack 12,12/1/2021,14:15:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:16:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:17:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:18:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:19:39,23.3,26.4,7.86,808,17
Rack 12,12/1/2021,14:20:39,23.3,26.1,7.86,805,17
Rack 12,12/1/2021,14:21:39,23.3,26,7.86,805,17
Rack 12,12/1/2021,14:22:39,23.3,25.9,7.88,803,17
Rack 12,12/1/2021,14:23:39,23.3,26,7.88,805,17
Rack 12,12/1/2021,14:24:39,23.3,26.1,7.86,807,18
Rack 12,12/1/2021,14:25:39,23.3,26.2,7.86,807,17
Rack 12,12/1/2021,14:26:39,23.3,26.2,7.86,807,18
Rack 12,12/1/2021,14:27:39,23.3,26.3,7.86,808,17
Rack 12,12/1/2021,14:28:39,23.3,26.3,7.86,807,17
Rack 12,12/1/2021,14:29:39,23.3,26.3,7.86,807,17
Rack 12,12/1/2021,14:30:39,23.3,26.3,7.86,808,17
Rack 12,12/1/2021,14:31:39,23.3,26.3,7.86,808,17
Rack 12,12/1/2021,14:32:40,23.3,26.3,7.86,808,17
Rack 12,12/1/2021,14:33:39,23.3,26.4,7.86,807,17
Rack 12,12/1/2021,14:34:39,22.8,26.4,7.77,808,18
Rack 12,12/1/2021,14:35:39,22.6,26.3,7.78,807,17
Rack 12,12/1/2021,14:36:39,22.9,26.3,7.77,807,17
Rack 12,12/1/2021,14:37:39,22.9,26.3,7.77,808,18
Rack 12,12/1/2021,14:38:39,22.9,26.3,7.77,807,18
Rack 12,12/1/2021,14:39:39,23,26.3,7.77,807,17
Rack 12,12/1/2021,14:40:39,23.1,26.3,7.77,807,17
Rack 12,12/1/2021,14:41:40,23.1,26.3,7.78,807,17
Rack 12,12/1/2021,14:42:40,23.1,26.3,7.78,807,17
Rack 12,12/1/2021,14:43:40,23.1,26.4,7.77,807,17
Rack 12,12/1/2021,14:44:40,23.1,26.4,7.77,808,18
Rack 12,12/1/2021,14:45:40,23.1,26.3,7.77,808,17
Rack 12,12/1/2021,14:46:40,23.2,26.4,7.77,807,17
Rack 12,12/1/2021,14:47:40,23.1,26.4,7.78,807,17
Rack 12,12/1/2021,14:48:39,23.1,26.4,7.78,808,17
Rack 12,12/1/2021,14:49:39,23.2,26.4,7.77,808,17
Rack 12,12/1/2021,14:50:40,23.1,26.4,7.77,807,17
Rack 12,12/1/2021,14:51:40,23.3,26.4,7.77,808,17
Rack 12,12/1/2021,14:52:40,23.2,26.4,7.77,808,17
Rack 12,12/1/2021,14:53:40,23.2,26.4,7.77,807,18
Rack 12,12/1/2021,14:54:40,23.2,26.4,7.77,807,17
Rack 12,12/1/2021,14:55:40,23.2,26.4,7.78,808,18
Rack 12,12/1/2021,14:56:40,23.2,26.4,7.78,807,18
Rack 12,12/1/2021,14:57:40,23.2,26.4,7.77,808,17
Rack 12,12/1/2021,14:58:40,23.2,26.4,7.78,807,17
Rack 12,12/1/2021,14:59:40,23.2,26.3,7.77,808,17
Rack 12,12/1/2021,15:00:40,23.2,26.1,7.77,804,17
Rack 12,12/1/2021,15:01:40,23.4,25.9,7.8,804,17
Rack 12,12/1/2021,15:02:40,23.3,26,7.8,805,18
Rack 12,12/1/2021,15:03:40,22.9,26.1,7.8,807,17
Rack 12,12/1/2021,15:04:40,22.5,26.2,7.8,807,17
Rack 12,12/1/2021,15:05:40,22.3,26.2,7.8,807,17
Rack 12,12/1/2021,15:06:40,22.3,26.2,7.8,805,17
Rack 12,12/1/2021,15:07:40,22.3,26.2,7.8,805,17
Rack 12,12/1/2021,15:08:40,22.3,26.2,7.8,805,17
Rack 12,12/1/2021,15:09:40,22.2,26.2,7.78,805,17
Rack 12,12/1/2021,15:10:40,22.2,26.2,7.8,803,18
Rack 12,12/1/2021,15:11:40,22.4,26.2,7.78,804,17
Rack 12,12/1/2021,15:12:40,22.7,26.3,7.78,805,17
Rack 12,12/1/2021,15:13:40,22.8,26.3,7.77,804,17
Rack 12,12/1/2021,15:14:40,22.9,26.3,7.78,804,17
Rack 12,12/1/2021,15:15:40,23,26.3,7.78,803,17
Rack 12,12/1/2021,15:16:40,23,26.3,7.77,807,18
Rack 12,12/1/2021,15:17:40,23,26.3,7.78,805,17
Rack 12,12/1/2021,15:18:40,23.1,26.3,7.77,805,18
Rack 12,12/1/2021,15:19:40,23.1,26.3,7.78,807,17
Rack 12,12/1/2021,15:20:40,23.1,26.3,7.78,807,17
Rack 12,12/1/2021,15:21:40,23.2,26.3,7.78,805,17
Rack 12,12/1/2021,15:22:41,23.2,26.3,7.77,806,17
Rack 12,12/1/2021,15:23:40,23.1,26.3,7.78,805,18
Rack 12,12/1/2021,15:24:40,23,26.4,7.75,805,18
Rack 12,12/1/2021,15:25:40,23.1,26.4,7.78,805,17
Rack 12,12/1/2021,15:26:40,23.2,26.4,7.75,807,17
Rack 12,12/1/2021,15:27:40,23.2,26.4,7.75,805,18
Rack 12,12/1/2021,15:28:40,23.2,26.4,7.75,805,17
Rack 12,12/1/2021,15:29:40,23.3,26.4,7.75,805,17
Rack 12,12/1/2021,15:30:40,23.3,26.4,7.75,805,17
