Rack_Number,Date,Time,Month,Year,Level,Temperature,pH,Conductivity,Flow
Rack 6,11/30/2021,22:44:03,2021-11,2021,8.9,23.1,7.64,800,16
Rack 6,11/30/2021,22:45:03,2021-11,2021,8.9,23.3,7.67,800,16
Rack 6,11/30/2021,22:46:03,2021-11,2021,8.9,23.4,7.67,800,16
Rack 6,11/30/2021,22:47:03,2021-11,2021,8.9,23.4,7.67,801,16
Rack 6,11/30/2021,22:48:03,2021-11,2021,8.8,23.5,7.67,801,17
Rack 6,11/30/2021,22:49:03,2021-11,2021,8.7,23.5,7.67,801,16
Rack 6,11/30/2021,22:50:03,2021-11,2021,8.6,23.5,7.67,801,16
Rack 6,11/30/2021,22:51:03,2021-11,2021,8.5,23.5,7.67,801,17
Rack 6,11/30/2021,22:52:03,2021-11,2021,8.4,23.5,7.65,801,17
Rack 6,11/30/2021,22:53:03,2021-11,2021,8.4,23.5,7.67,802,16
Rack 6,11/30/2021,22:54:03,2021-11,2021,8.3,23.4,7.67,801,16
Rack 6,11/30/2021,22:55:03,2021-11,2021,8.4,23.2,7.64,801,16
Rack 6,11/30/2021,22:56:03,2021-11,2021,8.4,23.1,7.65,801,16
Rack 6,11/30/2021,22:57:03,2021-11,2021,8.4,23,7.67,800,17
Rack 6,11/30/2021,22:58:03,2021-11,2021,8.4,23.2,7.65,800,16
Rack 6,11/30/2021,22:59:03,2021-11,2021,8.4,23.3,7.67,800,17
Rack 6,11/30/2021,23:00:03,2021-11,2021,8.4,23.4,7.64,800,17
Rack 6,11/30/2021,23:01:03,2021-11,2021,8.4,23.4,7.67,801,17
Rack 6,11/30/2021,23:02:03,2021-11,2021,8.4,23.5,7.67,800,16
Rack 6,11/30/2021,23:03:03,2021-11,2021,8.4,23.5,7.67,800,16
Rack 6,11/30/2021,23:04:03,2021-11,2021,8.4,23.5,7.64,800,17
Rack 6,11/30/2021,23:05:03,2021-11,2021,8.5,23.5,7.64,798,17
Rack 6,11/30/2021,23:06:03,2021-11,2021,8.5,23.5,7.65,800,17
Rack 6,11/30/2021,23:07:03,2021-11,2021,8.5,23.5,7.65,800,16
Rack 6,11/30/2021,23:08:03,2021-11,2021,8.5,23.2,7.64,800,16
Rack 6,11/30/2021,23:09:03,2021-11,2021,8.6,23.1,7.64,798,17
Rack 6,11/30/2021,23:10:03,2021-11,2021,8.6,23,7.65,798,16
Rack 6,11/30/2021,23:11:03,2021-11,2021,8.6,23.2,7.65,797,17
Rack 6,11/30/2021,23:12:03,2021-11,2021,8.6,23.3,7.67,797,16
Rack 6,11/30/2021,23:13:03,2021-11,2021,8.6,23.4,7.67,798,17
Rack 6,11/30/2021,23:14:03,2021-11,2021,8.6,23.4,7.67,800,16
Rack 6,11/30/2021,23:15:03,2021-11,2021,8.6,23.4,7.67,800,16
Rack 6,11/30/2021,23:16:03,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:17:03,2021-11,2021,8.6,23.5,7.67,800,17
Rack 6,11/30/2021,23:18:03,2021-11,2021,8.6,23.5,7.67,798,16
Rack 6,11/30/2021,23:19:03,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:20:03,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:21:04,2021-11,2021,8.6,23.2,7.67,800,16
Rack 6,11/30/2021,23:22:03,2021-11,2021,8.6,23,7.67,798,17
Rack 6,11/30/2021,23:23:03,2021-11,2021,8.6,23.1,7.67,798,17
Rack 6,11/30/2021,23:24:04,2021-11,2021,8.6,23.2,7.67,797,16
Rack 6,11/30/2021,23:25:03,2021-11,2021,8.6,23.3,7.67,798,17
Rack 6,11/30/2021,23:26:03,2021-11,2021,8.6,23.4,7.67,798,16
Rack 6,11/30/2021,23:27:04,2021-11,2021,8.6,23.4,7.67,798,17
Rack 6,11/30/2021,23:28:03,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:29:03,2021-11,2021,8.6,23.5,7.67,800,17
Rack 6,11/30/2021,23:30:04,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:31:04,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:32:03,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:33:04,2021-11,2021,8.6,23.4,7.67,800,16
Rack 6,11/30/2021,23:34:04,2021-11,2021,8.6,23.2,7.67,800,17
Rack 6,11/30/2021,23:35:03,2021-11,2021,8.6,23,7.67,798,16
Rack 6,11/30/2021,23:36:04,2021-11,2021,8.6,23.1,7.67,797,16
Rack 6,11/30/2021,23:37:04,2021-11,2021,8.6,23.3,7.67,797,17
Rack 6,11/30/2021,23:38:04,2021-11,2021,8.6,23.4,7.67,798,16
Rack 6,11/30/2021,23:39:04,2021-11,2021,8.7,23.4,7.67,798,17
Rack 6,11/30/2021,23:40:04,2021-11,2021,8.7,23.4,7.67,800,17
Rack 6,11/30/2021,23:41:04,2021-11,2021,8.7,23.5,7.67,800,16
Rack 6,11/30/2021,23:42:03,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:43:04,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:44:04,2021-11,2021,8.7,23.5,7.67,800,17
Rack 6,11/30/2021,23:45:04,2021-11,2021,8.6,23.5,7.67,800,17
Rack 6,11/30/2021,23:46:04,2021-11,2021,8.6,23.3,7.67,800,16
Rack 6,11/30/2021,23:47:04,2021-11,2021,8.6,23.1,7.67,800,16
Rack 6,11/30/2021,23:48:04,2021-11,2021,8.6,23,7.67,798,17
Rack 6,11/30/2021,23:49:04,2021-11,2021,8.6,23.2,7.67,798,16
Rack 6,11/30/2021,23:50:04,2021-11,2021,8.6,23.3,7.67,798,16
Rack 6,11/30/2021,23:51:04,2021-11,2021,8.6,23.4,7.67,798,16
Rack 6,11/30/2021,23:52:04,2021-11,2021,8.6,23.4,7.67,800,16
Rack 6,11/30/2021,23:53:04,2021-11,2021,8.6,23.4,7.67,799,16
Rack 6,11/30/2021,23:54:04,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:55:04,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/30/2021,23:56:04,2021-11,2021,8.6,23.5,7.67,800,16
Rack 6,11/29/2021,11:15:22,2021-11,2021,8.6,23.5,7.54,811,16
Rack 6,11/29/2021,11:16:22,2021-11,2021,8.6,23.5,7.54,812,16
Rack 6,11/29/2021,11:17:22,2021-11,2021,8.6,23.4,7.54,812,16
Rack 6,11/29/2021,11:18:22,2021-11,2021,8.6,23.1,7.54,811,16
Rack 6,11/29/2021,11:19:22,2021-11,2021,8.6,23,7.54,811,16
Rack 6,11/29/2021,11:20:22,2021-11,2021,8.6,23.1,7.54,812,16
Rack 6,11/29/2021,11:21:22,2021-11,2021,8.7,23.3,7.54,811,17
Rack 6,11/29/2021,11:22:22,2021-11,2021,8.6,23.4,7.54,810,16
Rack 6,11/29/2021,11:23:22,2021-11,2021,8.6,23.4,7.54,811,16
Rack 6,11/29/2021,11:24:22,2021-11,2021,8.7,23.4,7.54,811,16
Rack 6,11/29/2021,11:25:22,2021-11,2021,8.7,23.4,7.54,811,16
Rack 6,11/29/2021,11:26:22,2021-11,2021,8.7,23.5,7.53,811,16
Rack 6,11/29/2021,11:27:22,2021-11,2021,10.6,23.5,7.54,816,16
Rack 6,11/29/2021,11:28:22,2021-11,2021,11.7,23.6,7.56,821,16
Rack 6,11/29/2021,11:29:22,2021-11,2021,11.8,23.7,7.59,822,16
Rack 6,11/29/2021,11:30:22,2021-11,2021,11.8,23.8,7.62,822,16
Rack 6,11/29/2021,11:31:22,2021-11,2021,11.9,23.8,7.62,822,16
Rack 6,11/29/2021,11:32:22,2021-11,2021,11.9,23.9,7.62,822,17
Rack 6,11/29/2021,11:33:22,2021-11,2021,11.9,23.9,7.62,822,16
Rack 6,11/29/2021,11:34:22,2021-11,2021,12,24.1,7.59,822,16
Rack 6,11/29/2021,11:35:22,2021-11,2021,11.9,24.2,7.59,823,16
Rack 6,11/29/2021,11:36:23,2021-11,2021,12,24.2,7.56,823,16
Rack 6,11/29/2021,11:37:22,2021-11,2021,12,24.2,7.56,823,16
Rack 6,11/29/2021,11:38:23,2021-11,2021,11.9,24.1,7.54,823,16
Rack 6,11/29/2021,11:39:22,2021-11,2021,12,23.9,7.53,822,17
Rack 6,11/29/2021,11:40:23,2021-11,2021,12,23.6,7.54,822,16
Rack 6,11/29/2021,11:41:22,2021-11,2021,12,23.4,7.54,822,16
Rack 6,11/29/2021,11:42:23,2021-11,2021,12,23.2,7.54,823,16
Rack 6,11/29/2021,11:43:22,2021-11,2021,12,23,7.56,824,16
Rack 6,11/29/2021,11:44:23,2021-11,2021,12,22.8,7.56,825,16
Rack 6,11/29/2021,11:45:22,2021-11,2021,12,22.7,7.56,826,16
Rack 6,11/29/2021,11:46:23,2021-11,2021,12,22.5,7.56,829,16
Rack 6,11/29/2021,11:47:22,2021-11,2021,12,22.4,7.56,829,16
Rack 6,11/29/2021,11:48:23,2021-11,2021,12,22.2,7.59,830,16
Rack 6,11/29/2021,11:49:23,2021-11,2021,12,22,7.59,829,16
Rack 6,11/29/2021,11:50:22,2021-11,2021,12,21.9,7.59,830,16
Rack 6,11/29/2021,11:51:23,2021-11,2021,12,21.9,7.59,832,16
Rack 6,11/29/2021,11:52:22,2021-11,2021,12,22,7.59,836,17
Rack 6,11/29/2021,11:53:23,2021-11,2021,12,22.1,7.59,838,16
Rack 6,11/29/2021,11:54:23,2021-11,2021,12.1,22.2,7.59,840,16
Rack 6,11/29/2021,11:55:23,2021-11,2021,12,22.3,7.59,840,16
Rack 6,11/29/2021,11:56:23,2021-11,2021,12.1,22.4,7.59,841,17
Rack 6,11/29/2021,11:57:22,2021-11,2021,9.3,23.3,7.62,842,16
Rack 6,11/29/2021,11:58:23,2021-11,2021,8.8,22.9,7.62,842,16
Rack 6,11/29/2021,11:59:23,2021-11,2021,8.7,23.1,7.62,842,16
Rack 6,11/29/2021,12:00:23,2021-11,2021,8.7,23.2,7.62,842,16
Rack 6,11/29/2021,12:01:23,2021-11,2021,8.7,23.3,7.62,842,16
Rack 6,11/29/2021,12:02:23,2021-11,2021,8.7,23.3,7.62,842,16
Rack 6,11/29/2021,12:03:23,2021-11,2021,8.7,23.4,7.62,842,16
Rack 6,11/29/2021,12:04:23,2021-11,2021,8.7,23.4,7.62,842,16
Rack 6,11/29/2021,12:05:23,2021-11,2021,8.7,23.4,7.62,843,16
Rack 6,11/29/2021,12:06:23,2021-11,2021,8.7,23.4,7.62,842,16
Rack 6,11/29/2021,12:07:23,2021-11,2021,8.6,23.4,7.62,842,16
Rack 6,11/29/2021,12:08:23,2021-11,2021,8.6,23.4,7.62,841,16
Rack 6,11/29/2021,12:09:23,2021-11,2021,8.5,23.4,7.62,841,16
Rack 6,11/29/2021,12:10:23,2021-11,2021,8.4,23.3,7.62,841,16
Rack 6,11/29/2021,12:11:23,2021-11,2021,8.5,23.1,7.65,840,16
Rack 6,11/29/2021,12:12:23,2021-11,2021,8.4,23,7.65,840,17
Rack 6,11/29/2021,12:13:23,2021-11,2021,8.4,23.2,7.65,840,16
Rack 6,11/29/2021,12:14:23,2021-11,2021,8.4,23.3,7.65,838,16
Rack 6,11/29/2021,12:15:23,2021-11,2021,8.4,23.3,7.64,839,16
Rack 6,11/29/2021,12:16:23,2021-11,2021,8.4,23.4,7.65,839,16
Rack 6,11/29/2021,12:17:23,2021-11,2021,8.4,23.4,7.65,838,16
Rack 6,11/29/2021,12:18:23,2021-11,2021,8.4,23.4,7.65,838,16
Rack 6,11/29/2021,12:19:23,2021-11,2021,8.4,23.4,7.62,840,16
Rack 6,11/29/2021,12:20:23,2021-11,2021,8.4,23.5,7.62,838,16
Rack 6,11/29/2021,12:21:23,2021-11,2021,8.4,23.5,7.62,838,16
Rack 6,11/29/2021,12:22:23,2021-11,2021,8.4,23.4,7.62,838,16
Rack 6,11/29/2021,12:23:23,2021-11,2021,8.4,23.2,7.62,838,16
Rack 6,11/29/2021,12:24:23,2021-11,2021,8.5,23,7.62,837,16
Rack 6,11/29/2021,12:25:23,2021-11,2021,8.5,23,7.62,837,16
Rack 6,11/29/2021,12:26:23,2021-11,2021,8.5,23.2,7.62,838,16
Rack 6,11/29/2021,12:27:23,2021-11,2021,8.5,23.3,7.62,837,16
Rack 6,11/29/2021,12:28:23,2021-11,2021,8.5,23.4,7.62,836,17
Rack 6,11/29/2021,12:29:23,2021-11,2021,8.5,23.4,7.62,837,16
Rack 6,11/29/2021,12:30:23,2021-11,2021,8.5,23.4,7.62,837,16
Rack 6,11/29/2021,12:31:23,2021-11,2021,8.6,23.4,7.62,837,16
Rack 6,11/29/2021,12:32:24,2021-11,2021,8.6,23.4,7.62,837,16
Rack 6,11/29/2021,12:33:23,2021-11,2021,8.6,23.5,7.62,835,16
Rack 6,11/29/2021,12:34:23,2021-11,2021,8.6,23.5,7.62,835,16
Rack 6,11/29/2021,12:35:24,2021-11,2021,8.6,23.3,7.62,835,16
Rack 6,11/29/2021,12:36:23,2021-11,2021,8.6,23.1,7.62,835,16
Rack 6,11/29/2021,12:37:23,2021-11,2021,8.6,23,7.62,836,17
Rack 6,11/29/2021,12:38:24,2021-11,2021,8.6,23.2,7.62,835,17
Rack 6,11/29/2021,12:39:24,2021-11,2021,8.6,23.3,7.62,834,16
Rack 6,11/29/2021,12:40:23,2021-11,2021,8.6,23.3,7.62,834,16
Rack 6,11/29/2021,12:41:24,2021-11,2021,8.6,23.4,7.62,834,17
Rack 6,11/29/2021,12:42:24,2021-11,2021,8.6,23.4,7.62,834,16
Rack 6,11/29/2021,12:43:23,2021-11,2021,8.6,23.4,7.62,834,16
Rack 6,11/29/2021,12:44:23,2021-11,2021,8.6,23.4,7.62,834,16
Rack 6,11/29/2021,12:45:24,2021-11,2021,8.6,23.5,7.62,834,16
Rack 6,11/29/2021,12:46:24,2021-11,2021,8.6,23.5,7.62,834,17
Rack 6,11/29/2021,12:47:23,2021-11,2021,8.6,23.5,7.62,832,16
Rack 6,11/29/2021,12:48:24,2021-11,2021,8.6,23.2,7.59,833,16
Rack 6,11/29/2021,12:49:24,2021-11,2021,8.6,23,7.62,832,16
Rack 6,11/29/2021,12:50:24,2021-11,2021,8.6,23,7.59,832,16
Rack 6,11/29/2021,12:51:24,2021-11,2021,8.6,23.2,7.59,832,16
Rack 6,11/29/2021,12:52:24,2021-11,2021,8.6,23.3,7.59,832,16
Rack 6,11/29/2021,12:53:24,2021-11,2021,8.6,23.4,7.59,832,16
Rack 6,11/29/2021,12:54:24,2021-11,2021,8.6,23.4,7.59,832,16
Rack 6,11/29/2021,12:55:24,2021-11,2021,8.6,23.4,7.59,832,16
Rack 6,11/29/2021,12:56:24,2021-11,2021,8.6,23.4,7.59,832,16
Rack 6,11/29/2021,12:57:24,2021-11,2021,8.6,23.4,7.59,831,16
Rack 6,11/29/2021,12:58:24,2021-11,2021,8.6,23.5,7.59,832,16
Rack 6,11/29/2021,12:59:24,2021-11,2021,8.6,23.5,7.62,831,16
Rack 6,11/29/2021,13:00:24,2021-11,2021,8.6,23.4,7.62,831,17
Rack 6,11/29/2021,13:01:24,2021-11,2021,8.6,23.1,7.62,830,16
Rack 6,11/29/2021,13:02:24,2021-11,2021,8.6,23,7.59,832,16
Rack 6,11/29/2021,13:03:24,2021-11,2021,8.6,23.1,7.59,830,16
Rack 6,11/29/2021,13:04:24,2021-11,2021,8.6,23.3,7.62,830,16
Rack 6,11/29/2021,13:05:24,2021-11,2021,8.6,23.3,7.59,830,16
Rack 6,11/29/2021,13:06:24,2021-11,2021,8.6,23.4,7.59,830,16
Rack 6,11/29/2021,13:07:24,2021-11,2021,8.6,23.4,7.59,830,17
Rack 6,11/29/2021,13:08:24,2021-11,2021,8.6,23.4,7.59,830,16
Rack 6,11/29/2021,13:09:24,2021-11,2021,8.6,23.4,7.59,830,16
Rack 6,11/29/2021,13:10:24,2021-11,2021,8.6,23.5,7.59,830,16
Rack 6,11/29/2021,13:11:24,2021-11,2021,8.6,23.5,7.59,830,16
Rack 6,11/29/2021,13:12:24,2021-11,2021,8.6,23.5,7.59,830,16
Rack 6,11/29/2021,13:13:24,2021-11,2021,8.6,23.3,7.59,830,16
Rack 6,11/29/2021,13:14:24,2021-11,2021,8.6,23.1,7.59,829,16
Rack 6,11/29/2021,13:15:24,2021-11,2021,8.6,23,7.59,830,16
Rack 6,11/29/2021,13:16:24,2021-11,2021,8.6,23.2,7.59,829,16
Rack 6,11/29/2021,13:17:24,2021-11,2021,8.6,23.3,7.59,829,16
Rack 6,11/29/2021,13:18:24,2021-11,2021,8.6,23.3,7.59,829,16
Rack 6,11/29/2021,13:19:24,2021-11,2021,8.6,23.4,7.59,827,16
Rack 6,11/29/2021,13:20:24,2021-11,2021,8.6,23.4,7.59,827,16
Rack 6,11/29/2021,13:21:24,2021-11,2021,8.6,23.4,7.59,829,16
Rack 6,11/29/2021,13:22:24,2021-11,2021,8.6,23.4,7.59,829,17
Rack 6,11/29/2021,13:23:24,2021-11,2021,8.6,23.5,7.59,829,16
Rack 6,11/29/2021,13:24:24,2021-11,2021,8.6,23.5,7.59,829,16
Rack 6,11/29/2021,13:25:25,2021-11,2021,8.6,23.5,7.59,829,16
Rack 6,11/29/2021,13:26:24,2021-11,2021,8.6,23.2,7.59,829,16
Rack 6,11/29/2021,13:27:24,2021-11,2021,8.6,23,7.59,829,16
Rack 6,11/29/2021,13:28:25,2021-11,2021,8.5,23,7.59,829,16
Rack 6,11/29/2021,13:29:24,2021-11,2021,8.5,23.2,7.59,829,16
Rack 6,11/29/2021,13:30:24,2021-11,2021,8.4,23.3,7.62,828,16
Rack 6,11/29/2021,13:31:24,2021-11,2021,8.4,23.4,7.59,827,16
Rack 6,11/29/2021,13:32:25,2021-11,2021,8.4,23.4,7.62,829,16
Rack 6,11/29/2021,13:33:25,2021-11,2021,8.4,23.4,7.59,829,16
Rack 6,11/29/2021,13:34:24,2021-11,2021,8.4,23.5,7.59,829,16
Rack 6,11/29/2021,13:35:25,2021-11,2021,8.4,23.5,7.59,827,16
Rack 6,11/29/2021,13:36:25,2021-11,2021,8.4,23.5,7.62,827,16
Rack 6,11/29/2021,13:37:25,2021-11,2021,8.4,23.5,7.62,827,16
Rack 6,11/29/2021,13:38:25,2021-11,2021,8.4,23.4,7.62,827,16
Rack 6,11/29/2021,13:39:25,2021-11,2021,8.4,23.1,7.62,827,16
Rack 6,11/29/2021,13:40:25,2021-11,2021,8.4,23,7.62,827,16
Rack 6,11/29/2021,13:41:24,2021-11,2021,8.4,23.1,7.62,827,16
Rack 6,11/29/2021,13:42:25,2021-11,2021,8.4,23.3,7.62,827,16
Rack 6,11/29/2021,13:43:25,2021-11,2021,8.4,23.3,7.62,827,16
Rack 6,11/29/2021,13:44:25,2021-11,2021,8.5,23.4,7.62,827,16
Rack 6,11/29/2021,13:45:25,2021-11,2021,8.5,23.4,7.62,827,16
Rack 6,11/29/2021,13:46:25,2021-11,2021,8.5,23.4,7.62,827,16
Rack 6,11/29/2021,13:47:25,2021-11,2021,8.5,23.5,7.62,827,16
Rack 6,11/29/2021,13:48:25,2021-11,2021,8.5,23.5,7.62,827,16
Rack 6,11/29/2021,13:49:25,2021-11,2021,8.5,23.5,7.62,826,16
Rack 6,11/29/2021,13:50:25,2021-11,2021,8.5,23.5,7.62,827,16
Rack 6,11/29/2021,13:51:25,2021-11,2021,8.6,23.3,7.62,827,16
Rack 6,11/29/2021,13:52:25,2021-11,2021,8.6,23.1,7.62,827,16
Rack 6,11/29/2021,13:53:25,2021-11,2021,8.6,22.9,7.62,826,16
Rack 6,11/29/2021,13:54:25,2021-11,2021,8.6,23.1,7.62,826,16
Rack 6,11/29/2021,13:55:25,2021-11,2021,8.6,23.3,7.62,826,17
Rack 6,11/29/2021,13:56:25,2021-11,2021,8.6,23.3,7.62,826,16
Rack 6,11/29/2021,13:57:25,2021-11,2021,8.6,23.4,7.62,826,16
Rack 6,11/29/2021,13:58:25,2021-11,2021,8.6,23.4,7.62,829,17
Rack 6,11/29/2021,13:59:25,2021-11,2021,8.6,23.4,7.62,827,16
Rack 6,11/29/2021,14:00:25,2021-11,2021,8.6,23.5,7.62,826,16
Rack 6,11/29/2021,14:01:25,2021-11,2021,8.6,23.5,7.62,827,16
Rack 6,11/29/2021,14:02:25,2021-11,2021,8.6,23.5,7.62,826,16
Rack 6,11/29/2021,14:03:25,2021-11,2021,8.6,23.5,7.62,826,16
Rack 6,11/29/2021,14:04:25,2021-11,2021,8.6,23.3,7.62,826,16
Rack 6,11/29/2021,14:05:25,2021-11,2021,8.6,23.1,7.62,826,16
Rack 6,11/29/2021,14:06:25,2021-11,2021,8.6,23,7.62,826,16
Rack 6,11/29/2021,14:07:25,2021-11,2021,8.6,23.2,7.62,826,16
Rack 6,11/29/2021,14:08:25,2021-11,2021,8.6,23.3,7.62,826,16
Rack 6,11/29/2021,14:09:25,2021-11,2021,8.6,23.3,7.62,826,16
Rack 6,11/29/2021,14:10:25,2021-11,2021,8.6,23.4,7.62,824,16
Rack 6,11/29/2021,14:11:25,2021-11,2021,8.6,23.4,7.62,824,16
Rack 6,11/29/2021,14:12:25,2021-11,2021,8.6,23.4,7.62,824,17
Rack 6,11/29/2021,14:13:25,2021-11,2021,8.6,23.5,7.62,824,16
Rack 6,11/29/2021,14:14:25,2021-11,2021,8.6,23.5,7.62,824,16
Rack 6,11/29/2021,14:15:25,2021-11,2021,8.6,23.5,7.62,824,16
Rack 6,11/29/2021,14:16:25,2021-11,2021,9.4,23.5,7.59,824,16
Rack 6,11/29/2021,14:17:25,2021-11,2021,10.9,23.4,7.59,823,17
Rack 6,11/29/2021,14:18:25,2021-11,2021,11.6,23.5,7.59,822,17
Rack 6,11/29/2021,14:19:26,2021-11,2021,11.7,23.6,7.59,821,16
Rack 6,11/29/2021,14:20:25,2021-11,2021,11.7,23.6,7.59,822,16
Rack 6,11/29/2021,14:21:25,2021-11,2021,11.8,23.6,7.59,821,16
Rack 6,11/29/2021,14:22:26,2021-11,2021,11.7,23.7,7.59,820,16
Rack 6,11/29/2021,14:23:26,2021-11,2021,11.8,23.7,7.59,820,16
Rack 6,11/29/2021,14:24:25,2021-11,2021,11.8,23.6,7.56,820,16
Rack 6,11/29/2021,14:25:26,2021-11,2021,11.8,23.6,7.56,821,16
Rack 6,11/29/2021,14:26:25,2021-11,2021,11.9,23.5,7.56,819,16
Rack 6,11/29/2021,14:27:26,2021-11,2021,11.8,23.3,7.54,818,16
Rack 6,11/29/2021,14:28:25,2021-11,2021,11.9,23.1,7.54,816,16
Rack 6,11/29/2021,14:29:26,2021-11,2021,11.9,22.9,7.53,816,16
Rack 6,11/29/2021,14:30:25,2021-11,2021,11.8,22.7,7.54,816,16
Rack 6,11/29/2021,14:31:26,2021-11,2021,11.9,22.6,7.54,816,16
Rack 6,11/29/2021,14:32:26,2021-11,2021,11.9,22.4,7.54,817,16
Rack 6,11/29/2021,14:33:26,2021-11,2021,11.9,22.2,7.53,818,16
Rack 6,11/29/2021,14:34:26,2021-11,2021,11.9,22.1,7.54,820,16
Rack 6,11/29/2021,14:35:25,2021-11,2021,11.9,21.9,7.54,823,16
Rack 6,11/29/2021,14:36:26,2021-11,2021,11.9,21.9,7.53,826,16
Rack 6,11/29/2021,14:37:26,2021-11,2021,11.9,21.9,7.56,827,16
Rack 6,11/29/2021,14:38:26,2021-11,2021,11.9,22,7.56,829,16
Rack 6,11/29/2021,14:39:26,2021-11,2021,11.9,22.1,7.56,832,17
Rack 6,11/29/2021,14:40:26,2021-11,2021,11.9,22.2,7.56,834,16
Rack 6,11/29/2021,14:41:26,2021-11,2021,11.9,22.3,7.56,837,17
Rack 6,11/29/2021,14:42:26,2021-11,2021,11.9,22.4,7.56,837,16
Rack 6,11/29/2021,14:43:26,2021-11,2021,11.9,22.6,7.56,838,16
Rack 6,11/29/2021,14:44:26,2021-11,2021,11.9,22.6,7.59,840,16
Rack 6,11/29/2021,14:45:26,2021-11,2021,11.9,22.8,7.59,841,16
Rack 6,11/29/2021,14:46:26,2021-11,2021,11.9,23,7.59,842,17
Rack 6,11/29/2021,14:47:26,2021-11,2021,11.6,23.2,7.59,843,16
Rack 6,11/29/2021,14:48:26,2021-11,2021,11.3,23.7,7.59,848,16
Rack 6,11/29/2021,14:49:26,2021-11,2021,11,24.1,7.59,853,16
Rack 6,11/29/2021,14:50:26,2021-11,2021,10.7,24.4,7.59,854,16
Rack 6,11/29/2021,14:51:26,2021-11,2021,10.6,24.6,7.62,855,16
Rack 6,11/29/2021,14:52:26,2021-11,2021,10.3,24.7,7.62,853,16
Rack 6,11/29/2021,14:53:26,2021-11,2021,10.1,24.7,7.65,852,17
Rack 6,11/29/2021,14:54:26,2021-11,2021,9.9,24.6,7.65,852,16
Rack 6,11/29/2021,14:55:26,2021-11,2021,9.8,24.6,7.67,850,16
Rack 6,11/29/2021,14:56:26,2021-11,2021,9.5,24.6,7.67,853,16
Rack 6,11/29/2021,14:57:26,2021-11,2021,7.4,24.1,7.7,852,16
Rack 6,11/29/2021,14:58:26,2021-11,2021,6.6,23.4,7.7,852,16
Rack 6,11/29/2021,14:59:26,2021-11,2021,6.8,23.1,7.7,851,16
Rack 6,11/29/2021,15:00:26,2021-11,2021,7,22.9,7.7,849,16
Rack 6,11/29/2021,15:01:26,2021-11,2021,7.2,23.2,7.7,849,16
Rack 6,11/29/2021,15:02:26,2021-11,2021,7.5,23.4,7.7,848,16
Rack 6,11/29/2021,15:03:26,2021-11,2021,7.8,23.4,7.7,847,16
Rack 6,11/29/2021,15:04:26,2021-11,2021,8,23.4,7.73,845,17
Rack 6,11/29/2021,15:05:26,2021-11,2021,8.3,23.5,7.73,844,16
Rack 6,11/29/2021,15:06:26,2021-11,2021,8.4,23.5,7.73,844,16
Rack 6,11/29/2021,15:07:26,2021-11,2021,8.4,23.5,7.73,844,17
Rack 6,11/29/2021,15:08:26,2021-11,2021,8.5,23.5,7.73,843,16
Rack 6,11/29/2021,15:09:26,2021-11,2021,8.5,23.5,7.73,841,17
Rack 6,11/29/2021,15:10:26,2021-11,2021,8.5,23.5,7.7,841,16
Rack 6,11/29/2021,15:11:26,2021-11,2021,8.6,23.2,7.7,841,16
Rack 6,11/29/2021,15:12:26,2021-11,2021,8.5,23.1,7.7,840,16
Rack 6,11/29/2021,15:13:26,2021-11,2021,8.5,23,7.7,840,16
Rack 6,11/29/2021,15:14:26,2021-11,2021,8.6,23.2,7.67,839,16
Rack 6,11/29/2021,15:15:26,2021-11,2021,8.5,23.3,7.67,837,16
Rack 6,11/29/2021,15:16:27,2021-11,2021,8.6,23.4,7.67,837,17
Rack 6,11/29/2021,15:17:26,2021-11,2021,8.6,23.4,7.67,837,16
Rack 6,11/29/2021,15:18:26,2021-11,2021,8.6,23.5,7.65,835,16
Rack 6,11/29/2021,15:19:26,2021-11,2021,8.6,23.5,7.65,835,16
Rack 6,11/29/2021,15:20:27,2021-11,2021,8.6,23.5,7.65,836,16
Rack 6,11/29/2021,15:21:26,2021-11,2021,8.6,23.5,7.65,837,16
Rack 6,11/29/2021,15:22:26,2021-11,2021,8.6,23.5,7.65,835,16
Rack 6,11/29/2021,15:23:26,2021-11,2021,8.6,23.5,7.62,837,16
Rack 6,11/29/2021,15:24:27,2021-11,2021,8.6,23.2,7.62,837,16
Rack 6,11/29/2021,15:25:26,2021-11,2021,8.6,23,7.62,835,15
Rack 6,11/29/2021,15:26:26,2021-11,2021,8.6,23,7.62,834,16
Rack 6,11/29/2021,15:27:26,2021-11,2021,8.6,23.2,7.62,835,16
